TamArray,NumAsig,NumComp,Tiempo(ms)
3,"7,8","1,8","0,00059"
8,"32,15","16,7","0,00146"
13,"62,0","39,85","0,00233"
18,"90,35","60,85","0,00280"
23,"126,6","92,15","0,00337"
28,"157,25","122,0","0,00422"
33,"188,3","150,45","0,00451"
38,"237,35","192,55","0,00546"
43,"267,95","218,1","0,00618"
48,"296,15","249,2","0,00666"
53,"336,75","283,7","0,00730"
58,"375,55","330,2","0,00862"
63,"411,7","355,15","0,00895"
68,"495,2","440,95","0,00964"
73,"490,4","435,5","0,00951"
78,"522,95","476,55","0,01059"
83,"566,75","518,35","0,01025"
88,"601,35","551,6","0,01135"
93,"647,95","583,8","0,01370"
98,"680,95","628,7","0,01323"
103,"728,5","667,1","0,01409"
10000,"118142,1","143830,0","1,68416"
20000,"251047,55","310290,85","3,48150"
30000,"388319,35","489101,1","5,41147"
40000,"530043,7","669194,75","7,77960"
50000,"673850,9","862033,4","9,85418"
60000,"820279,85","1044343,8","11,59692"
70000,"967596,05","1237185,55","14,03403"
80000,"1115293,25","1446439,95","15,98896"
90000,"1265350,0","1648806,3","17,70222"
100000,"1419741,9","1837075,85","20,46494"
200000,"2981205,25","3895558,25","42,61725"
300000,"4588995,55","6111755,8","67,46946"
400000,"6248937,8","8267148,0","90,57271"
500000,"7935455,55","1,050500435E7","110,84436"
600000,"9619613,7","1,289256445E7","135,93592"
700000,"1,13281308E7","1,525553795E7","162,27573"
800000,"1,30627598E7","1,75775198E7","189,79669"
900000,"1,48148947E7","1,99124815E7","209,20237"
1000000,"1,6565254E7","2,225622235E7","231,69858"
