TamArray,NumAsig,NumComp,Tiempo(ns)
90000,"1283459","1627935","1.8705735E7"
90000,"1278256","1652233","1.8706634E7"
90000,"1283513","1623173","1.8022223E7"
90000,"1288357","1605848","1.7985481E7"
90000,"1271390","1701110","1.8775883E7"
90000,"1288604","1631752","1.8623538E7"
90000,"1272087","1697245","1.9928107E7"
90000,"1278063","1654357","1.8185992E7"
90000,"1278547","1664781","1.7662328E7"
90000,"1269102","1724555","1.7616514E7"
90000,"1276400","1666075","1.7783086E7"
90000,"1280365","1665825","2.0937117E7"
90000,"1280714","1662663","1.8095838E7"
90000,"1280281","1640041","1.7928163E7"
90000,"1281453","1647098","1.8463537E7"
90000,"1284956","1618199","1.8569299E7"
90000,"1280145","1644832","1.8637168E7"
90000,"1282887","1632100","1.8659877E7"
90000,"1280417","1655899","1.8521396E7"
90000,"1283609","1633362","1.8327591E7"
