TamArray,NumAsig,NumComp,Tiempo(ns)
73,"495","413","13245.0"
73,"515","475","10185.0"
73,"514","470","9126.0"
73,"492","434","9165.0"
73,"490","464","8980.0"
73,"488","410","8772.0"
73,"484","470","9137.0"
73,"494","431","9415.0"
73,"513","425","8727.0"
73,"506","453","8945.0"
73,"467","433","9082.0"
73,"505","441","9585.0"
73,"493","400","8908.0"
73,"492","464","9069.0"
73,"467","451","8747.0"
73,"484","441","9033.0"
73,"487","415","8918.0"
73,"509","496","9508.0"
73,"504","486","9259.0"
73,"507","444","9462.0"
