TamArray,NumAsig,NumComp,Tiempo(ns)
38,"223","169","5757.0"
38,"254","231","4897.0"
38,"227","166","6265.0"
38,"232","197","5258.0"
38,"224","178","6815.0"
38,"227","223","5109.0"
38,"241","183","5046.0"
38,"244","205","4935.0"
38,"211","184","6223.0"
38,"235","185","5310.0"
38,"242","196","5351.0"
38,"244","191","6130.0"
38,"229","193","6735.0"
38,"235","200","4952.0"
38,"229","168","6433.0"
38,"240","176","6778.0"
38,"217","176","6590.0"
38,"221","187","4782.0"
38,"228","168","6753.0"
38,"229","204","5419.0"
