TamArray,NumAsig,NumComp,Tiempo(ns)
1000000,"17364697","22915531","2.72773359E8"
1000000,"17412962","22918045","2.65566428E8"
1000000,"17355116","22909819","2.66604248E8"
1000000,"17454682","22486234","2.67896301E8"
1000000,"17379718","22863954","2.62845286E8"
1000000,"17363965","23910948","2.85217202E8"
1000000,"17405298","22716795","2.85635269E8"
1000000,"17407311","22716890","2.61946994E8"
1000000,"17453627","22580054","2.75472352E8"
1000000,"17386985","22756418","2.61101903E8"
1000000,"17390183","23049155","2.7278844E8"
1000000,"17349989","23391090","2.6710756E8"
1000000,"17375262","23156698","2.97087244E8"
1000000,"17330849","23176862","2.74255766E8"
1000000,"17346868","23116706","2.85656089E8"
1000000,"17320003","23242003","2.73733259E8"
1000000,"17343755","22939755","2.61971547E8"
1000000,"17438411","22552954","2.9623143E8"
1000000,"17347621","23220548","2.75215394E8"
1000000,"17447374","22617728","2.83935851E8"
