TamArray,NumAsig,NumComp,Tiempo(ns)
103,"821","692","22660.0"
103,"833","713","20653.0"
103,"804","685","21412.0"
103,"806","778","19389.0"
103,"788","785","20232.0"
103,"791","737","20156.0"
103,"810","716","19382.0"
103,"798","720","20339.0"
103,"811","734","21057.0"
103,"828","749","21928.0"
103,"784","765","32851.0"
103,"854","702","21974.0"
103,"808","832","21635.0"
103,"779","781","22206.0"
103,"812","729","21524.0"
103,"786","697","20572.0"
103,"809","787","21146.0"
103,"813","695","19862.0"
103,"806","693","19299.0"
103,"818","733","20538.0"
