TamArray,NumAsig,NumComp,Tiempo(ns)
80000,"1182708","1480037","1.877782E7"
80000,"1185785","1460269","1.9377731E7"
80000,"1189894","1447920","1.8108549E7"
80000,"1176729","1526796","1.8065896E7"
80000,"1185853","1473612","1.8257365E7"
80000,"1185636","1473459","1.8720166E7"
80000,"1177044","1507216","1.8003024E7"
80000,"1187441","1462230","1.7706784E7"
80000,"1186002","1466191","1.8458159E7"
80000,"1177612","1499232","1.9057525E7"
80000,"1187583","1452120","1.8011734E7"
80000,"1189450","1453296","1.8823451E7"
80000,"1179873","1492345","1.8044472E7"
80000,"1183724","1482621","1.8131895E7"
80000,"1189440","1453036","1.8379996E7"
80000,"1181029","1476840","1.9140475E7"
80000,"1174324","1518592","1.8692295E7"
80000,"1191516","1455117","1.9315451E7"
80000,"1187812","1457517","1.9449012E7"
80000,"1177934","1522426","2.3439559E7"
