3,"7,1","1,1","0,00023"
8,"35,2","18,2","0,00058"
13,"62,5","38,8","0,00081"
18,"96,25","65,7","0,00119"
23,"123,65","90,5","0,00143"
28,"159,2","122,75","0,00241"
33,"194,95","160,6","0,00212"
38,"239,0","192,25","0,00242"
43,"269,15","220,9","0,00299"
48,"304,35","262,8","0,00321"
53,"346,15","286,55","0,00347"
58,"383,2","331,9","0,00386"
63,"421,45","359,65","0,00480"
68,"459,85","406,3","0,00890"
73,"496,95","444,05","0,00692"
78,"539,7","476,9","0,00925"
83,"579,95","525,65","0,00770"
88,"618,65","571,8","0,00778"
93,"657,55","600,95","0,00838"
98,"696,65","655,8","0,01092"
10000,"119984,3","145020,3","0,95274"
20000,"253899,9","314322,75","1,96444"
30000,"393910,05","488126,45","2,99123"
40000,"536140,3","676781,55","4,08020"
50000,"682259,2","860955,8","5,13849"
60000,"835380,45","1068536,55","6,37396"
70000,"978523,65","1255598,95","7,40469"
80000,"1129261,25","1444857,25","8,54170"
90000,"1280894,45","1654132,75","9,70745"
100000,"1433256,15","1857397,4","10,79478"
200000,"3012443,5","3942589,45","22,65184"
300000,"4637571,1","6139889,25","34,63693"
400000,"6317817,3","8321057,9","47,44377"
500000,"8001751,65","1,06479446E7","59,47517"
600000,"9723731,55","1,292877425E7","72,38969"
700000,"1,144623605E7","1,527232685E7","85,53868"
800000,"1,319252195E7","1,764837785E7","98,59141"
900000,"1,4941302E7","2,006529075E7","110,55347"
1000000,"1,67118192E7","2,24711839E7","124,26796"
