TamArray,NumAsig,NumComp,Tiempo(ns)
93,"617","569","11195.0"
93,"617","529","10208.0"
93,"649","583","10637.0"
93,"631","566","23315.0"
93,"659","583","13496.0"
93,"648","572","27029.0"
93,"623","596","10927.0"
93,"667","624","19618.0"
93,"643","572","10976.0"
93,"660","622","10704.0"
93,"655","583","14065.0"
93,"679","556","10940.0"
93,"678","597","15874.0"
93,"643","594","10660.0"
93,"664","591","10020.0"
93,"638","596","14577.0"
93,"660","583","10890.0"
93,"655","615","9996.0"
93,"656","588","14757.0"
93,"617","557","14032.0"
