TamArray,NumAsig,NumComp,Tiempo(ns)
30000,"390376","481753","5369701.0"
30000,"387244","488119","5196174.0"
30000,"389903","477529","5257001.0"
30000,"388745","485905","5259265.0"
30000,"389729","481388","5283311.0"
30000,"386864","504205","5316055.0"
30000,"390465","483249","5444306.0"
30000,"390670","478790","5322372.0"
30000,"387368","492183","5434863.0"
30000,"386941","495079","5352301.0"
30000,"390702","480469","5369274.0"
30000,"387501","491756","5403747.0"
30000,"389897","485728","5431983.0"
30000,"386873","490471","5487747.0"
30000,"388364","494375","5778563.0"
30000,"389095","481741","5524412.0"
30000,"386956","505187","5529234.0"
30000,"388955","484030","5542422.0"
30000,"384077","501842","5408800.0"
30000,"385662","498223","5517883.0"
