TamArray,NumAsig,NumComp,Tiempo(ns)
88,"601","553","15365.0"
88,"612","600","11076.0"
88,"603","605","10076.0"
88,"604","580","13556.0"
88,"583","508","9787.0"
88,"595","550","10783.0"
88,"609","527","10098.0"
88,"625","560","10652.0"
88,"600","580","10001.0"
88,"585","605","13902.0"
88,"604","523","10628.0"
88,"589","517","14370.0"
88,"612","547","10340.0"
88,"590","528","10569.0"
88,"609","529","11099.0"
88,"609","557","10611.0"
88,"616","523","9721.0"
88,"613","538","14243.0"
88,"597","532","9804.0"
88,"571","570","10267.0"
