TamArray,NumAsig,NumComp,Tiempo(ns)
33,"243","185","2534.0"
33,"220","159","2084.0"
33,"258","200","1926.0"
33,"222","164","2543.0"
33,"289","231","2309.0"
33,"225","161","3010.0"
33,"207","147","2208.0"
33,"222","186","4094.0"
33,"200","163","3096.0"
33,"268","210","1980.0"
33,"233","169","1932.0"
33,"197","145","2832.0"
33,"257","202","2792.0"
33,"236","176","3104.0"
33,"241","189","2186.0"
33,"229","169","1926.0"
33,"222","164","1785.0"
33,"203","152","2427.0"
33,"248","184","1924.0"
33,"233","185","2570.0"
