TamArray,NumAsig,NumComp,Tiempo(ns)
1000000,"17694141","22950253","1.77376337E8"
1000000,"17722046","22988132","1.82666221E8"
1000000,"17677430","23101722","1.87232052E8"
1000000,"17691696","23210952","1.82397499E8"
1000000,"17673940","23101532","1.80039445E8"
1000000,"17654938","23151514","1.77557051E8"
1000000,"17736316","22863190","1.97268093E8"
1000000,"17665046","23255181","1.85867801E8"
1000000,"17699946","23137402","1.81146667E8"
1000000,"17639116","23399560","1.88271737E8"
1000000,"17670127","23134402","1.80221263E8"
1000000,"17648320","23158841","1.74763977E8"
1000000,"17679315","23105402","1.81006255E8"
1000000,"17671720","23046524","1.7710232E8"
1000000,"17693717","23059522","1.74485915E8"
1000000,"17576318","23777075","1.74822088E8"
1000000,"17721476","23038336","1.76360978E8"
1000000,"17734468","22992934","1.78413205E8"
1000000,"17727226","22829016","1.79543123E8"
1000000,"17667443","23171544","1.81190685E8"
