TamArray,NumAsig,NumComp,Tiempo(ns)
43,"299","246","3316.0"
43,"333","276","3055.0"
43,"342","259","2296.0"
43,"314","231","2257.0"
43,"254","211","3004.0"
43,"304","265","3170.0"
43,"347","268","2122.0"
43,"273","218","2851.0"
43,"241","202","3321.0"
43,"286","261","3110.0"
43,"261","202","2929.0"
43,"300","234","3864.0"
43,"269","210","3596.0"
43,"286","243","4045.0"
43,"334","257","3845.0"
43,"346","263","2639.0"
43,"359","277","2285.0"
43,"263","199","2854.0"
43,"315","241","3028.0"
43,"365","293","3850.0"
