TamArray,NumAsig,NumComp,Tiempo(ns)
38,"249","190","4274.0"
38,"244","213","4049.0"
38,"242","180","3052.0"
38,"319","253","2113.0"
38,"242","184","2504.0"
38,"291","249","2654.0"
38,"283","217","3325.0"
38,"231","180","3950.0"
38,"271","209","3785.0"
38,"258","186","3315.0"
38,"276","226","3019.0"
38,"296","230","2299.0"
38,"286","212","2023.0"
38,"277","228","2759.0"
38,"255","202","2430.0"
38,"294","228","3313.0"
38,"268","199","3207.0"
38,"292","220","3095.0"
38,"251","186","3361.0"
38,"278","209","2516.0"
