TamArray,NumAsig,NumComp,Tiempo(ns)
10000,"127871","155541","1251461.0"
10000,"129852","148891","1205088.0"
10000,"129422","151988","1222481.0"
10000,"129112","146436","1184388.0"
10000,"129183","149164","1199606.0"
10000,"128672","149114","1366994.0"
10000,"128331","159964","1201070.0"
10000,"129330","149406","1226412.0"
10000,"129698","148868","1217495.0"
10000,"130193","146434","1209385.0"
10000,"128009","156224","1340295.0"
10000,"128462","161536","1201503.0"
10000,"130448","152202","1220690.0"
10000,"129767","149693","1254300.0"
10000,"129430","152396","1219124.0"
10000,"128720","155101","1216171.0"
10000,"130437","149934","1208569.0"
10000,"129774","149920","1196239.0"
10000,"129537","154054","1267925.0"
10000,"127609","159096","1238670.0"
