TamArray,NumAsig,NumComp,Tiempo(ns)
83,"603","490","8704.0"
83,"588","512","6177.0"
83,"594","555","5649.0"
83,"618","524","9000.0"
83,"684","588","5284.0"
83,"637","551","5678.0"
83,"584","590","5936.0"
83,"619","529","5973.0"
83,"588","502","5799.0"
83,"565","528","8446.0"
83,"647","554","5743.0"
83,"658","571","5982.0"
83,"557","449","5604.0"
83,"572","548","6250.0"
83,"561","646","6289.0"
83,"591","588","6207.0"
83,"601","499","5977.0"
83,"603","492","7735.0"
83,"635","550","6274.0"
83,"582","455","8430.0"
