TamArray,NumAsig,NumComp,Tiempo(ns)
90000,"1306997","1657705","1.402308E7"
90000,"1311163","1633100","1.3903258E7"
90000,"1309008","1638597","1.4439878E7"
90000,"1322577","1621997","1.4559858E7"
90000,"1314631","1630742","1.4154268E7"
90000,"1309248","1648213","1.5106797E7"
90000,"1307160","1681405","1.458641E7"
90000,"1309351","1634740","1.4260872E7"
90000,"1329957","1658809","1.4712763E7"
90000,"1314120","1613670","1.4559761E7"
90000,"1307836","1675919","1.494107E7"
90000,"1298275","1728060","1.5032419E7"
90000,"1306760","1644945","1.4817155E7"
90000,"1307377","1657335","1.4804451E7"
90000,"1313466","1663584","1.537019E7"
90000,"1311614","1624333","1.5110508E7"
90000,"1309784","1659619","1.4156403E7"
90000,"1310710","1626216","1.4520987E7"
90000,"1301980","1665174","1.6747466E7"
90000,"1312114","1653526","1.7444594E7"
