TamArray,NumAsig,NumComp,Tiempo(ns)
63,"441","390","7135.0"
63,"474","376","5675.0"
63,"380","356","5331.0"
63,"395","337","4329.0"
63,"439","360","5129.0"
63,"440","366","4268.0"
63,"434","330","4115.0"
63,"439","398","4179.0"
63,"476","405","5791.0"
63,"412","379","5211.0"
63,"423","350","6855.0"
63,"378","356","4783.0"
63,"408","340","5585.0"
63,"418","336","4543.0"
63,"445","374","4496.0"
63,"428","368","6242.0"
63,"415","387","5107.0"
63,"404","303","4468.0"
63,"438","348","5637.0"
63,"427","382","6959.0"
