70000,"966714","1223908","5907237.0"
70000,"960088","1249099","5915512.0"
70000,"957583","1257462","5874231.0"
70000,"965236","1226210","5904501.0"
70000,"960785","1241395","6000909.0"
70000,"972254","1229278","5938521.0"
70000,"954569","1280495","5767683.0"
70000,"968105","1211721","6100730.0"
70000,"966510","1226436","6052282.0"
70000,"955335","1291552","5852584.0"
70000,"952013","1347350","7130681.0"
70000,"964861","1222923","6021532.0"
70000,"966191","1200619","6012272.0"
70000,"955939","1299058","5901566.0"
70000,"965217","1233294","6104681.0"
70000,"966659","1215240","5922935.0"
70000,"967966","1222115","5947153.0"
70000,"962083","1224385","5972380.0"
70000,"967615","1228962","5827353.0"
70000,"961238","1232348","5985016.0"
