3,"7,4","1,4","0,00016"
8,"29,7","13,7","0,00020"
13,"62,95","36,95","0,00025"
18,"89,05","58,6","0,00080"
23,"126,55","88,8","0,00078"
28,"158,9","117,5","0,00104"
33,"188,0","145,2","0,00125"
38,"232,7","184,25","0,00150"
43,"261,7","212,85","0,00166"
48,"297,1","242,4","0,00190"
53,"336,9","279,8","0,00208"
58,"373,3","318,25","0,00233"
63,"417,9","354,85","0,00258"
68,"463,5","402,8","0,00271"
73,"488,55","426,9","0,00402"
78,"532,35","470,6","0,00303"
83,"563,0","501,8","0,00324"
88,"604,25","543,7","0,00359"
93,"650,15","594,55","0,00412"
98,"694,4","628,15","0,00608"
10000,"118037,05","143554,4","0,72407"
20000,"251295,8","308724,55","1,53671"
30000,"390170,35","481386,1","2,35168"
40000,"531492,65","663042,15","3,21372"
50000,"675083,3","852437,35","4,08294"
60000,"819849,45","1050563,95","5,01651"
70000,"967395,9","1238919,7","5,89850"
80000,"1119076,1","1425332,35","6,79651"
90000,"1268998,0","1622345,6","7,86318"
100000,"1420496,6","1836348,1","8,72974"
200000,"2991415,5","3883761,0","18,24192"
300000,"4600277,7","6054593,0","29,15401"
400000,"6258675,55","8244509,75","38,46383"
500000,"7921357,95","1,062411615E7","48,97638"
600000,"9638752,95","1,27638821E7","59,47762"
700000,"1,13438362E7","1,5116941E7","70,45275"
800000,"1,308280935E7","1,741256905E7","80,15987"
900000,"1,481982135E7","1,985465295E7","91,91027"
1000000,"1,65769906E7","2,221372615E7","102,57568"
