TamArray,NumAsig,NumComp,Tiempo(ns)
80000,"1109718","1477949","1.2966112E7"
80000,"1121639","1403718","1.2847606E7"
80000,"1104713","1512669","1.2720186E7"
80000,"1121768","1403342","1.2619607E7"
80000,"1118589","1420517","1.3475095E7"
80000,"1122629","1405678","1.2596484E7"
80000,"1115364","1441337","1.2573193E7"
80000,"1115335","1442382","1.287177E7"
80000,"1117194","1429996","1.2352574E7"
80000,"1123202","1396191","1.2780343E7"
80000,"1118768","1428248","1.2736593E7"
80000,"1118787","1421434","1.2958071E7"
80000,"1122746","1417021","1.3279004E7"
80000,"1116772","1437292","1.3243606E7"
80000,"1125348","1386774","1.3258875E7"
80000,"1117174","1430013","1.3296102E7"
80000,"1112658","1451295","1.3271141E7"
80000,"1117511","1436007","1.3505253E7"
80000,"1118409","1420719","1.3109768E7"
80000,"1118439","1425454","1.3018715E7"
