3,"7,3","1,3","0,00015"
8,"29,25","13,25","0,00018"
13,"63,75","37,75","0,00024"
18,"116,85","80,85","0,00033"
23,"129,85","91,05","0,00069"
28,"181,5","131,75","0,00074"
33,"206,85","156,0","0,00095"
38,"240,95","186,8","0,00119"
43,"281,15","226,5","0,00142"
48,"321,25","266,0","0,00150"
53,"361,65","295,65","0,00171"
58,"413,6","349,45","0,00253"
63,"444,7","380,25","0,00212"
68,"477,9","410,1","0,00228"
73,"516,2","442,55","0,00342"
78,"563,45","485,5","0,00271"
83,"602,8","519,6","0,00296"
88,"650,05","571,95","0,00313"
93,"690,2","611,9","0,00334"
98,"734,05","651,55","0,00354"
10000,"122555,0","147111,15","0,74623"
20000,"259955,0","316341,9","1,46751"
30000,"402429,25","496429,65","2,25990"
40000,"549481,6","686993,1","3,05520"
50000,"696925,6","874156,1","3,88989"
60000,"848565,0","1053165,55","4,73431"
70000,"999749,35","1257413,15","5,65519"
80000,"1154588,65","1448533,8","6,53097"
90000,"1308640,95","1655827,6","7,38163"
100000,"1465243,65","1853789,65","8,28757"
200000,"3072045,85","3966959,3","17,47747"
300000,"4734608,55","6118827,35","26,93816"
400000,"6425134,8","8425116,55","36,86385"
500000,"8157520,05","1,06463454E7","46,92986"
600000,"9893934,05","1,30030055E7","56,59466"
700000,"1,167097015E7","1,530378525E7","67,07997"
800000,"1,3434503E7","1,77264563E7","77,39836"
900000,"1,5217435E7","2,00945344E7","87,34800"
1000000,"1,698533745E7","2,27463155E7","98,86056"
