TamArray,NumAsig,NumComp,Tiempo(ns)
58,"364","339","7167.0"
58,"362","291","5018.0"
58,"380","304","4415.0"
58,"365","326","4614.0"
58,"361","285","4366.0"
58,"429","370","4544.0"
58,"375","287","4412.0"
58,"369","330","4517.0"
58,"377","317","6882.0"
58,"367","279","4276.0"
58,"384","309","4487.0"
58,"396","361","4660.0"
58,"389","345","4861.0"
58,"364","316","4742.0"
58,"384","325","4441.0"
58,"369","284","5523.0"
58,"386","323","4642.0"
58,"383","317","4468.0"
58,"385","294","6011.0"
58,"409","334","6524.0"
