TamArray,NumAsig,NumComp,Tiempo(ns)
83,"554","490","7566.0"
83,"566","486","6182.0"
83,"595","601","10934.0"
83,"564","459","6501.0"
83,"603","497","8616.0"
83,"594","485","6301.0"
83,"539","494","8184.0"
83,"560","493","8943.0"
83,"619","532","9008.0"
83,"571","524","7136.0"
83,"562","486","8916.0"
83,"557","509","6867.0"
83,"537","468","9043.0"
83,"588","496","8190.0"
83,"568","486","7158.0"
83,"601","564","7118.0"
83,"563","467","5902.0"
83,"587","541","8816.0"
83,"580","514","6588.0"
83,"603","538","6500.0"
