TamArray,NumAsig,NumComp,Tiempo(ns)
43,"314","258","3986.0"
43,"251","186","3760.0"
43,"279","247","3818.0"
43,"301","271","4850.0"
43,"262","222","3539.0"
43,"274","214","3108.0"
43,"273","210","3014.0"
43,"254","199","3290.0"
43,"279","229","3374.0"
43,"257","199","3743.0"
43,"299","249","3221.0"
43,"258","201","5033.0"
43,"257","188","3410.0"
43,"268","197","3227.0"
43,"241","199","4973.0"
43,"260","208","3540.0"
43,"281","216","4805.0"
43,"292","224","3916.0"
43,"293","238","3135.0"
43,"283","211","3057.0"
