3,"7,3","1,3","0,00105"
8,"30,95","14,95","0,00017"
13,"62,9","36,9","0,00024"
18,"113,85","77,85","0,00034"
23,"135,0","96,35","0,00070"
28,"177,9","134,0","0,00084"
33,"208,15","160,5","0,00103"
38,"246,4","196,85","0,00119"
43,"288,05","233,6","0,00131"
48,"328,1","262,75","0,00146"
53,"369,0","301,7","0,00238"
58,"406,8","339,1","0,00189"
63,"435,6","373,65","0,00216"
68,"494,5","416,75","0,00222"
73,"530,7","453,1","0,00311"
78,"575,4","503,7","0,00270"
83,"612,4","530,35","0,00285"
88,"654,2","568,55","0,00307"
93,"702,35","626,75","0,00331"
98,"747,15","661,95","0,00350"
10000,"123454,6","146329,7","0,68662"
20000,"266770,5","319839,2","1,49953"
30000,"406014,65","495157,95","2,22231"
40000,"553366,05","682345,6","3,02132"
50000,"701414,55","874492,85","3,87902"
60000,"854376,45","1062350,65","4,67613"
70000,"1007132,4","1263735,15","5,62677"
80000,"1161800,15","1459026,6","6,45599"
90000,"1318900,5","1655330,75","7,28585"
100000,"1476378,35","1856121,15","8,20840"
200000,"3093337,25","3975499,7","17,27701"
300000,"4762185,25","6175187,15","29,86298"
400000,"6476707,6","8371137,1","39,44041"
500000,"8208741,85","1,069232855E7","49,12779"
600000,"9963494,85","1,302541035E7","67,67162"
700000,"1,17432992E7","1,529901975E7","68,62612"
800000,"1,35087067E7","1,78203879E7","77,33558"
900000,"1,53189087E7","2,01240756E7","87,70666"
1000000,"1,71413935E7","2,244836415E7","99,10373"
