TamArray,NumAsig,NumComp,Tiempo(ns)
28,"151","102","3470.0"
28,"186","136","1853.0"
28,"186","143","1585.0"
28,"174","130","1809.0"
28,"183","133","1880.0"
28,"226","191","2166.0"
28,"208","158","1816.0"
28,"179","123","2654.0"
28,"168","115","2026.0"
28,"177","119","1624.0"
28,"177","134","1723.0"
28,"216","181","1703.0"
28,"179","135","1625.0"
28,"178","137","1722.0"
28,"186","139","2367.0"
28,"205","147","1745.0"
28,"186","130","1582.0"
28,"157","104","1673.0"
28,"179","127","1727.0"
28,"167","112","1506.0"
