TamArray,NumAsig,NumComp,Tiempo(ns)
40000,"591824","708293","1.1917733E7"
40000,"592293","697539","1.1910434E7"
40000,"592504","695674","1.1124116E7"
40000,"590156","702538","1.1857155E7"
40000,"590736","703904","1.1922214E7"
40000,"589190","713704","1.1962019E7"
40000,"588096","714900","1.1705311E7"
40000,"589250","707884","1.201959E7"
40000,"591578","692746","1.185406E7"
40000,"593952","712207","1.2022318E7"
40000,"588936","723834","1.1919191E7"
40000,"589675","701465","1.1941552E7"
40000,"598333","692985","1.2009303E7"
40000,"590454","700062","1.1719847E7"
40000,"592794","686930","1.2921076E7"
40000,"594885","692441","1.2198302E7"
40000,"592593","697927","1.1955748E7"
40000,"593798","687775","1.2040156E7"
40000,"591873","691022","1.0838655E7"
40000,"588025","719009","1.2009407E7"
