TamArray,NumAsig,NumComp,Tiempo(ns)
30000,"435740","506174","7852994.0"
30000,"436327","506350","8208777.0"
30000,"432236","522683","1.1495699E7"
30000,"432138","525388","7334847.0"
30000,"441815","536498","7565353.0"
30000,"434716","509685","7269039.0"
30000,"436873","501613","7334130.0"
30000,"436396","498845","7382940.0"
30000,"432785","516764","7284281.0"
30000,"433379","510926","7262324.0"
30000,"435109","505300","7260287.0"
30000,"435004","532888","7231342.0"
30000,"431790","521855","7087675.0"
30000,"432852","516502","6858279.0"
30000,"432832","514667","7166741.0"
30000,"434096","511636","7130094.0"
30000,"431428","533873","7067753.0"
30000,"433650","512367","7004010.0"
30000,"432496","519537","8598740.0"
30000,"433182","527436","8919595.0"
