TamArray,NumAsig,NumComp,Tiempo(ns)
73,"623","517","21255.0"
73,"600","483","20487.0"
73,"607","505","21024.0"
73,"593","513","20756.0"
73,"561","520","20190.0"
73,"607","495","21970.0"
73,"607","535","20614.0"
73,"602","556","20594.0"
73,"596","544","21330.0"
73,"605","533","19359.0"
73,"580","496","27359.0"
73,"589","503","20014.0"
73,"604","527","15239.0"
73,"584","524","21337.0"
73,"614","490","19550.0"
73,"586","543","16341.0"
73,"594","564","19614.0"
73,"585","596","21436.0"
73,"592","486","20148.0"
73,"591","513","20878.0"
