TamArray,NumAsig,NumComp,Tiempo(ns)
58,"475","345","15870.0"
58,"437","387","17035.0"
58,"610","536","13738.0"
58,"454","349","11610.0"
58,"451","360","11649.0"
58,"484","385","16284.0"
58,"457","352","11708.0"
58,"488","364","15790.0"
58,"501","410","13119.0"
58,"447","378","15373.0"
58,"479","359","22951.0"
58,"473","377","17696.0"
58,"462","399","14890.0"
58,"458","365","17072.0"
58,"430","387","10899.0"
58,"442","380","16100.0"
58,"426","442","10842.0"
58,"459","356","14179.0"
58,"450","360","14664.0"
58,"429","357","14721.0"
