TamArray,NumAsig,NumComp,Tiempo(ns)
38,"286","198","8629.0"
38,"293","212","11230.0"
38,"288","212","10584.0"
38,"280","229","8031.0"
38,"298","220","8418.0"
38,"279","223","7689.0"
38,"280","222","7883.0"
38,"285","195","10637.0"
38,"302","220","11708.0"
38,"284","221","8221.0"
38,"286","206","7464.0"
38,"270","252","10936.0"
38,"276","206","7376.0"
38,"276","217","11948.0"
38,"295","236","12306.0"
38,"263","233","8235.0"
38,"271","231","7604.0"
38,"282","222","7849.0"
38,"296","210","10061.0"
38,"267","217","8173.0"
