TamArray,NumAsig,NumComp,Tiempo(ns)
90000,"1404435","1709031","2.3193728E7"
90000,"1407092","1693650","2.2900509E7"
90000,"1418161","1702732","2.3435795E7"
90000,"1403768","1696615","2.3196511E7"
90000,"1411504","1688063","2.2944885E7"
90000,"1396235","1746708","2.3101672E7"
90000,"1400641","1767402","2.3381256E7"
90000,"1411695","1678092","2.3122844E7"
90000,"1396559","1767956","2.3688677E7"
90000,"1405821","1699998","2.3450793E7"
90000,"1404652","1707544","2.288992E7"
90000,"1410719","1709255","2.3279878E7"
90000,"1408574","1680744","2.3672899E7"
90000,"1414649","1686643","2.4196915E7"
90000,"1399678","1727308","2.4005148E7"
90000,"1406551","1712488","2.5400677E7"
90000,"1395475","1759497","2.4042344E7"
90000,"1403349","1701807","2.3660717E7"
90000,"1402357","1727543","2.3693138E7"
90000,"1398883","1751234","2.3679826E7"
