TamArray,NumAsig,NumComp,Tiempo(ns)
48,"365","295","14707.0"
48,"351","304","13928.0"
48,"357","294","14355.0"
48,"345","288","13745.0"
48,"377","289","13913.0"
48,"371","318","15034.0"
48,"374","292","13607.0"
48,"345","297","14542.0"
48,"375","284","14319.0"
48,"407","274","13941.0"
48,"372","314","14256.0"
48,"353","317","13486.0"
48,"390","305","15108.0"
48,"369","309","13743.0"
48,"370","301","14413.0"
48,"361","297","13348.0"
48,"362","304","13019.0"
48,"407","338","15050.0"
48,"363","283","12426.0"
48,"370","315","13682.0"
